LAMMPS (3 Mar 2020)
Reading data file ...
  orthogonal box = (0 0 0) to (17.469 17.469 17.469)
  1 by 1 by 1 MPI processor grid
  reading atoms ...
  217 atoms
  read_data CPU = 0.000975323 secs
Reading potential file library.meam with DATE: 2012-06-29
Reading potential file LiSi.meam with DATE: 2020-11-07
1 atoms in group Li
216 atoms in group Si
Neighbor list info ...
  update every 1 steps, delay 10 steps, check yes
  max neighbors/atom: 2000, page size: 100000
  master list distance cutoff = 6
  ghost atom cutoff = 6
  binsize = 3, bins = 6 6 6
  2 neighbor lists, perpetual/occasional/extra = 2 0 0
  (1) pair meam/c, perpetual
      attributes: full, newton on
      pair build: full/bin/atomonly
      stencil: full/bin/3d
      bin: standard
  (2) pair meam/c, perpetual, half/full from (1)
      attributes: half, newton on
      pair build: halffull/newton
      stencil: none
      bin: none
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 0
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 8.895 | 8.895 | 8.895 Mbytes
Step Temp E_pair E_mol TotEng Press Volume 
       0         1800   -951.04357            0   -900.78722   -114161.75    5330.9442 
    3200    1748.1151    -938.8863            0   -890.07859   -11397.809     4735.421 
Loop time of 2.2582 on 1 procs for 3200 steps with 217 atoms

Performance: 367.302 ns/day, 0.065 hours/ns, 1417.058 timesteps/s
100.0% CPU use with 1 MPI tasks x no OpenMP threads

MPI task timing breakdown:
Section |  min time  |  avg time  |  max time  |%varavg| %total
---------------------------------------------------------------
Pair    | 2.1666     | 2.1666     | 2.1666     |   0.0 | 95.94
Neigh   | 0.041994   | 0.041994   | 0.041994   |   0.0 |  1.86
Comm    | 0.014594   | 0.014594   | 0.014594   |   0.0 |  0.65
Output  | 2.3775e-05 | 2.3775e-05 | 2.3775e-05 |   0.0 |  0.00
Modify  | 0.029917   | 0.029917   | 0.029917   |   0.0 |  1.32
Other   |            | 0.005057   |            |       |  0.22

Nlocal:    217 ave 217 max 217 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Nghost:    957 ave 957 max 957 min
Histogram: 1 0 0 0 0 0 0 0 0 0
Neighs:    4194 ave 4194 max 4194 min
Histogram: 1 0 0 0 0 0 0 0 0 0
FullNghs:  8388 ave 8388 max 8388 min
Histogram: 1 0 0 0 0 0 0 0 0 0

Total # of neighbors = 8388
Ave neighs/atom = 38.6544
Neighbor list builds = 71
Dangerous builds = 0
Setting up Verlet run ...
  Unit style    : metal
  Current step  : 3200
  Time step     : 0.003
Per MPI rank memory allocation (min/avg/max) = 9.664 | 9.664 | 9.664 Mbytes
Step PotEng KinEng TotEng Temp Press Density c_msdli[4] c_msdsi[4] 
    3200    -938.8863    48.807709   -890.07859    1748.1151   -11397.809    2.1297595            0 5.4350456e-32 
    3300   -939.33465    50.254112   -889.08054      1799.92    5665.2868    2.1667127 0.0030815888   0.12798413 
   73500    -940.1944    54.642147   -885.55226    1957.0836   -3698.4587    2.1499367    37.916151   0.15091853 
   73600   -936.20756    47.180847   -889.02672    1689.8468    1237.8201    2.1534154    34.246366    0.1508954 
   73700   -937.95399    47.014575   -890.93941    1683.8916    4088.6973    2.1650576     39.73702   0.13085325 
   73800   -946.27975    53.872575   -892.40717    1929.5203   -2518.3316    2.1647288    40.784273   0.14298312 
   73900   -937.58632    57.139247   -880.44707    2046.5206   -7065.7504    2.1329298    40.825149   0.14202865 
   74000   -938.96358     51.42163   -887.54195    1841.7363    6412.0577    2.1725127    43.146167   0.14048046 
   74100    -939.3527    47.725763   -891.62694    1709.3637    85.302093    2.1553461    43.992128   0.13490753 
   74200   -940.25794    51.332452   -888.92549    1838.5423   -4493.1295    2.1463927    40.738146   0.13294799 
   74300   -934.25491    54.075456   -880.17945    1936.7867    860.99947     2.147133    40.358305   0.13340538 
   74400   -942.03038    51.839452   -890.19093    1856.7012    4478.1829    2.1737905    42.465272   0.15096251 
   74500   -940.67272    49.694117    -890.9786     1779.863   -6885.1524    2.1400675    40.961418   0.13287904 
   74600   -936.61859    51.940226   -884.67836    1860.3105   -1416.3821    2.1427918    37.754976   0.12481699 
   74700   -936.57422    53.610864   -882.96335    1920.1467    14829.597    2.1793065    49.410582   0.14709645 
   74800     -940.276    47.448954   -892.82705    1699.4495   -3316.8147    2.1545318    50.629184    0.1415741 
   74900   -936.30821    45.948331   -890.35988    1645.7026   -12010.656    2.1179464    92.580032   0.14831972 
   75000   -936.77346    50.325743   -886.44772    1802.4856    14193.042    2.1849793    70.454908   0.16612032 
   75100   -940.07007    46.582374   -893.48769    1668.4117     11966.79    2.1859189    63.138468   0.13981453 
   75200   -938.41102    43.447476   -894.96355     1556.131   -14171.838    2.1229125    67.466192   0.15424172 
   75300   -939.47442    53.157403   -886.31702    1903.9054   -2128.4807    2.1468776     70.49781   0.16946305 
   75400   -938.50651    50.686674   -887.81984    1815.4129    10231.032    2.1812826    68.638533   0.15497751 
   75500   -939.55816    46.471039   -893.08712    1664.4241   -2692.0892    2.1516201    72.656649   0.15667941 
   75600    -933.7649    50.001329   -883.76358    1790.8663   -3233.4486    2.1342926    73.326183   0.15895626 
   75700    -938.4456    52.970898    -885.4747    1897.2255    6506.7553    2.1676984    68.985721   0.15719553 
   75800   -942.70281    51.743083   -890.95972    1853.2496   -2783.7783    2.1548826    71.166587   0.15529868 
   75900   -940.84136    52.934923   -887.90644     1895.937   -5542.7053    2.1473977    70.753515   0.14643702 
   76000   -935.61864    56.356912   -879.26172    2018.5002   -996.90031    2.1438358    75.063161   0.14030876 
   76100   -938.00889    48.190025   -889.81887    1725.9919    7921.4236     2.175743    71.171544   0.16098965 
   76200   -940.00117    50.102172   -889.89899    1794.4781   -5671.0212    2.1462514      64.0684   0.15907103 
   76300   -937.96195    54.080871   -883.88108    1936.9807   -2044.3168    2.1479176    67.744652   0.15340062 
   76400   -942.55283    48.569784   -893.98305    1739.5935    8333.0144     2.189684     65.37394   0.14466579 
   76500   -941.83714    49.046891   -892.79025    1756.6818   -7273.6216    2.1489259    76.646758     0.145669 
   76600   -939.67558    51.410053   -888.26552    1841.3217   -6544.1316    2.1484786    67.255394   0.15000504 
   76700   -941.71723    50.050876   -891.66636    1792.6409    12242.128    2.1960351    71.294221   0.14607215 
   76800   -944.75411    47.963764   -896.79034    1717.8881   -500.55753    2.1749667    67.536496   0.14789081 
   76900   -938.37012    48.459711   -889.91041    1735.6511   -13347.587    2.1248385    64.891555   0.14381135 
   77000   -942.27671    55.207244   -887.06947    1977.3233    8282.3549    2.1824288    64.350078   0.14069195 
   77100   -944.43588     49.74116   -894.69472     1781.548    10210.524    2.1954773    68.381734   0.15530914 
   77200   -938.00476    49.898509   -888.10625    1787.1836   -12408.618      2.12482    65.062598   0.15132495 
   77300   -935.66601    49.404535   -886.26147    1769.4913    2212.9416    2.1585935    66.608674   0.14767685 
   77400   -939.71711    49.058432   -890.65867    1757.0951    8157.0423    2.1796749     64.58422   0.14638743 
   77500    -942.3743    48.322099    -894.0522    1730.7223   -3932.5145    2.1559466    67.200509   0.12078633 
   77600   -937.31128    54.268338   -883.04295    1943.6951   -3093.5175    2.1433652    67.308413    0.1447317 
   77700   -938.77036    49.879083   -888.89128    1786.4879    8115.1102    2.1768557    64.997112   0.14565665 
   77800   -941.13294    48.385041    -892.7479    1732.9767   -2414.9094    2.1569756    68.601945   0.14129606 
   77900   -940.84841    55.309831   -885.53858    1980.9976   -3812.9845    2.1459612    71.473518   0.13938587 
   78000   -936.11156    49.772622   -886.33894    1782.6748    4847.2545    2.1617611    68.299312     0.153766 
   78100   -944.60117    51.173493   -893.42768     1832.849     2022.257    2.1727742    63.442569   0.13140315 
   78200   -938.65023    49.481834    -889.1684    1772.2598   -1074.5169    2.1544965    68.955871   0.13882931 
   78300   -937.97834    51.842992   -886.13535     1856.828   -2225.3737    2.1463193    62.476671    0.1423347 
   78400   -940.58483    43.920774   -896.66406    1573.0828    10797.868    2.1938067    66.945325   0.15624173 
   78500   -939.57488    49.297696   -890.27718    1765.6647   -4638.1954    2.1510146    60.321185   0.14640944 
   78600   -938.93958    50.252962   -888.68662    1799.8789   -7289.7828    2.1389667     67.28455   0.14065601 
   78700   -942.02484     46.87678   -895.14806    1678.9563    14105.508    2.2038175    64.331616   0.14563537 
   78800   -942.00784    46.587708   -895.42013    1668.6027    5157.7429    2.1835767    65.293668   0.14143537 
   78900   -937.48929    48.235635   -889.25366    1727.6255   -16454.526    2.1147226    67.195812   0.15042673 
   79000   -943.25029      54.5594   -888.69089    1954.1199    3153.0358    2.1774778    69.005787   0.15859497 
   79100   -944.04811    49.110237   -894.93787    1758.9506    12833.502    2.2051397    62.445953   0.14108378 
   79200   -936.18131    51.562787   -884.61852     1846.792   -8102.8983    2.1273592    70.066674   0.14115105 
   79300   -940.64334    53.163925   -887.47941     1904.139    80.187967    2.1572928    61.839334    0.1421926 
   79400   -942.62562    50.812601   -891.81302    1819.9231    4562.2688    2.1811778    65.996957    0.1368581 
   79500   -940.49158    49.933582     -890.558    1788.4398   -2920.2825    2.1517206    87.958408   0.15280669 
   79600   -935.85212     53.49559   -882.35653     1916.018   -5846.9542    2.1344916    98.701483   0.18728734 
   79700   -939.47094    49.320948   -890.14999    1766.4975    5986.2566    2.1738037    96.905866   0.17780827 
   79800   -943.27798    52.365156   -890.91283      1875.53   -1034.0147    2.1681492    104.49779   0.17000464 
   79900   -936.33148    54.382249   -881.94923     1947.775   -10631.886    2.1256773    98.631621   0.18492177 
   80000   -939.48189     50.24855   -889.23334    1799.7208    3650.8445    2.1650539     103.8444   0.16770315 
   80100   -942.29137    51.254894   -891.03647    1835.7644    3382.5103    2.1732531    105.64012   0.17030653 
   80200   -941.91849     54.33845   -887.58004    1946.2062   -6563.5041    2.1448485    101.91185    0.1696882 
   80300   -937.50747     54.56049   -882.94698    1954.1589   -424.22496      2.14817    99.793156   0.17224873 
   80400   -946.83574    52.387104   -894.44864    1876.3161    12786.342    2.2015335    109.36921   0.14432815 
   80500   -940.71923    49.333396   -891.38583    1766.9434   -13518.993    2.1317848    109.30336   0.14715721 
   80600   -939.24954    49.732718   -889.51683    1781.2456   -8093.8393    2.1438306    116.00553   0.15772418 
   80700   -936.52476    48.358176   -888.16658    1732.0145    23760.014    2.2131608    108.12177   0.15121288 
   80800   -932.97034    56.468326   -876.50201    2022.4907   -6406.5419    2.1257532    108.27431   0.18065105 
   80900   -936.87113    50.441918   -886.42921    1806.6466   -4500.6958    2.1426701    107.87111   0.18486854 
   81000   -939.89569     51.73682   -888.15887    1853.0253     5938.832     2.176974    97.464098   0.19225128 
   81100   -938.32372    47.383606   -890.94012    1697.1089   -1685.8195    2.1561459    76.727252   0.17254732 
   81200   -931.52642    49.361373   -882.16504    1767.9454   -433.37565    2.1427508    113.10063   0.18316512 
   81300   -936.87047    53.602986   -883.26749    1919.8646    1617.7908    2.1562711    111.14288   0.17894584 
   81400   -941.41525    52.000143   -889.41511    1862.4565   -2470.3871    2.1540223    102.50296   0.16906283 
   81500    -939.0446    48.316958   -890.72764    1730.5382   -804.61544    2.1576129    112.01469   0.16533785 
   81600   -940.95123    56.862182   -884.08905    2036.5971    455.42219    2.1560787    101.63866   0.15937807 
   81700   -932.77901    50.525853   -882.25315    1809.6528    738.67082    2.1414588    106.40295   0.16311093 
   81800   -938.79433    48.888121   -889.90621    1750.9952    1015.5298     2.155731    107.79992   0.16487034 
   81900   -938.06058    49.158343   -888.90223    1760.6736    9895.8507    2.1844364    128.69717   0.15528334 
   82000    -936.0168    56.316372   -879.70042    2017.0482   -6053.9765    2.1331123    100.59463   0.17639917 
   82100   -936.47132    52.162531   -884.30879    1868.2727   -11802.255    2.1245759    108.19391   0.18030024 
   82200   -942.61126    53.014502   -889.59676    1898.7872    8903.4392    2.1877943    113.93285   0.13516234 
   82300   -940.78792    50.402988   -890.38493    1805.2522    6860.3305    2.1787416    121.02982   0.13055367 
   82400   -937.82121     51.66279   -886.15842    1850.3738   -14913.692    2.1138609    118.92653   0.14175413 
   82500    -937.4436    58.870238   -878.57336    2108.5184   -430.30105    2.1480562    113.22589   0.12039594 
   82600   -940.88558    52.491502   -888.39408    1880.0552    13629.864    2.1967235    106.14127   0.13190173 
   82700   -937.98103    46.426102   -891.55493    1662.8146   -6525.1153    2.1444792    114.22876   0.14761471 
   82800   -939.88676    52.950636   -886.93612    1896.4998   -6301.3986    2.1435353    114.38343    0.1393989 
   82900   -937.62567    59.644691   -877.98098    2136.2565    4897.9939    2.1618021    118.34286   0.12985582 
   83000   -942.44723    53.011017   -889.43622    1898.6624    502.82962    2.1645862    121.21587   0.12670127 
   83100   -938.59853    47.659487   -890.93904      1706.99   -4350.2441    2.1422778    125.53658   0.12984718 
   83200   -943.18513    56.274475   -886.91065    2015.5476    1524.4277    2.1644815    120.96605   0.12780444 
   83300   -936.75151    58.495112    -878.2564    2095.0828    2790.6225    2.1506213    110.61109   0.12665982 
   83400   -936.59429    48.126616   -888.46767    1723.7209   -3445.0273    2.1479354    105.52136    0.1396433 
   83500    -939.5283    49.022082   -890.50622    1755.7932   -4411.5818    2.1489851    115.76894   0.12245949 
   83600   -940.96334     51.58091   -889.38242    1847.4411    8015.6794    2.1796447    117.60315   0.15529567 
   83700   -940.90588    46.932136   -893.97375    1680.9389   -1622.4997    2.1596154    114.88541   0.13165148 
   83800   -943.78542    43.792915    -899.9925    1568.5034   -4205.0795    2.1638827    121.90777   0.13171536 
   83900   -945.52259    54.020423   -891.50217    1934.8156    7706.8855    2.1865471    112.40439   0.14351032 
   84000   -940.95249    51.620707   -889.33178    1848.8665   -1457.0729    2.1576902    111.92861   0.12728806 
   84100   -938.05426    48.052195   -890.00206    1721.0554   -11753.564    2.1257386    119.24495   0.15583048 
   84200   -944.41337    45.679208   -898.73416    1636.0636    16741.245     2.214089    111.19203   0.14521538 
   84300   -938.01661    49.187596   -888.82901    1761.7213     6485.575    2.1730688    107.95917   0.13948164 
   84400    -938.5093    48.676864   -889.83244    1743.4288    -16691.09    2.1152917    113.18342   0.13825481 
   84500   -941.69588    51.962337   -889.73354    1861.1025    5118.8442    2.1750169    110.19812     0.147145 
   84600   -940.42029    43.207585    -897.2127     1547.539    12199.412    2.1955508    113.21726   0.14768042 
   84700   -936.17332    49.226578   -886.94674    1763.1175   -7395.5545    2.1331947    110.98085    0.1505522 
   84800   -942.61644    54.576166   -888.04027    1954.7203    289.31265    2.1636115    111.72572   0.13153729 
   84900   -945.42694    53.726596   -891.70034    1924.2918      1374.49    2.1787564     104.2938   0.12785845 
   85000   -937.87538    42.819421   -895.05596    1533.6364   -2391.0179    2.1564448     104.8646   0.14268642 
   85100   -947.70759    43.972623   -903.73497    1574.9399   -3326.3822    2.1756729    115.36289   0.13241252 
   85200   -945.69615    45.975528   -899.72062    1646.6767    6241.5391    2.1925743    115.62625   0.13967499 
   85300   -942.77382    49.030765   -893.74305    1756.1042     1500.507     2.171896    125.48969   0.14331528 
   85400   -940.83787    50.230114   -890.60776    1799.0605   -6617.0664     2.145608     120.8788   0.14365886 
   85500   -939.68706    52.823368    -886.8637    1891.9415    1141.1071    2.1648536     112.7092   0.14632767 
   85600   -943.54427    47.242012   -896.30226    1692.0375    5077.3404    2.1819248    112.61511   0.13404486 
   85700   -941.21677    48.274672   -892.94209    1729.0237   -8951.5401    2.1437487    112.22826   0.12492691 
   85800   -937.38254    49.073055   -888.30948    1757.6189    517.59065    2.1616585    108.61421   0.15328777 
   85900    -941.5197    50.063539   -891.45616    1793.0944    9618.2965    2.1846233    118.30141   0.13613785 
   86000   -942.59107    43.343801   -899.24727    1552.4178   -5457.1995    2.1532643    117.02211   0.12081971 
   86100   -937.41053    47.178827    -890.2317    1689.7745   -8182.6652    2.1346377    124.24736    0.1522542 
   86200   -939.56513    52.624895   -886.94024    1884.8329    17688.567    2.1995039    114.67922   0.14285959 
   86300   -939.09265    44.908945   -894.18371    1608.4755      295.573      2.15981    125.88594   0.13450229 
   86400   -938.03935    51.354547    -886.6848    1839.3336   -16318.718    2.1156786    122.39169   0.16428474 
   86500   -942.63624    59.273916   -883.36232    2122.9767    4777.4577    2.1731746    125.24191   0.14575023 
   86600   -937.12969    47.452233   -889.67745    1699.5669    6376.2041    2.1726439     118.3892    0.1434683 
   86700   -939.86871    49.148797   -890.71991    1760.3317   -6779.8372    2.1430566    110.94883   0.14491425 
   86800    -933.3157     53.17975   -880.13595    1904.7058    3213.4489     2.150679     110.3147   0.15156059 
   86900    -938.5632    49.784636   -888.77857    1783.1051    9155.1504    2.1815203    123.97822    0.1438391 
   87000   -940.47158    48.448069   -892.02351    1735.2341   -6281.4775    2.1480011    119.57676   0.14931561 
   87100   -940.66093    53.507151   -887.15378    1916.4321   -3763.4593    2.1551164    111.38933   0.15104039 
   87200   -937.83024    55.252628   -882.57761    1978.9488    6667.7912    2.1709054    103.77782   0.13690304 
   87300   -941.26475     47.22669   -894.03806    1691.4888    281.05296    2.1695677    109.11938   0.14382102 
   87400   -943.28882    51.339532   -891.94929    1838.7959   -11642.071    2.1399639     108.3745   0.13572106 
   87500   -941.80968    55.127543   -886.68213    1974.4687    5593.0595    2.1753155    116.22986    0.1272627 
   87600     -943.009    48.179178   -894.82982    1725.6034    1853.2222    2.1754573    118.88941   0.13552026 
   87700   -944.16736    48.914695   -895.25266     1751.947   -7476.2454     2.151963    115.33433   0.13362903 
   87800    -941.3924    53.567579   -887.82482    1918.5964    1209.1288    2.1667919    120.65075   0.14384437 
   87900   -942.59887    52.275808   -890.32306    1872.3299     1715.341    2.1721986     120.9686   0.13696091 
   88000   -942.85021    44.539693   -898.31051    1595.2503   -2654.5345     2.165932    117.86077   0.14716375 
   88100   -942.54453     50.36377   -892.18076    1803.8476   -1772.4011    2.1653796    108.68335   0.13336614 
   88200    -938.5368    50.189303   -888.34749    1797.5988    4357.1388     2.171051    116.34137   0.15278755 
   88300   -938.69463    46.617009   -892.07762    1669.6522    248.63631    2.1587356    115.12709   0.14882261 
   88400   -942.10321    44.828567   -897.27464    1605.5967    73.042104    2.1714621    122.27961   0.12735699 
   88500   -941.38477    40.343846   -901.04093    1444.9702    7380.8473    2.1883301    114.84084   0.14779168 
   88600   -941.70093    51.050455   -890.65048    1828.4422   -4046.6454    2.1516627    113.93511   0.13675233 
   88700   -941.60472    51.159964   -890.44476    1832.3644   -1558.6993    2.1593786    111.00563   0.13608519 
   88800   -937.33334    48.188206   -889.14514    1725.9268    5599.2732    2.1723531     114.3729   0.15757263 
   88900   -938.35094    53.705489   -884.64545    1923.5359   -551.79255    2.1480558    119.50276   0.14152559 
   89000   -936.08404    55.845453   -880.23859    2000.1816   -7985.1494    2.1256932    114.72074    0.1413488 
   89100   -939.96965    51.172482   -888.79717    1832.8127    5415.6085    2.1720954    117.84764   0.14966353 
   89200   -943.26807    52.907109   -890.36096    1894.9408    3316.1081    2.1702998    116.96745   0.12367929 
   89300   -941.66217    48.999902   -892.66227    1754.9988   -8140.7336     2.143285    113.60971   0.13473543 
   89400    -947.2493    44.234524   -903.01477    1584.3202    4170.7872    2.1896524    110.57941   0.14404063 
   89500    -940.8058     47.19805   -893.60775     1690.463    5165.1684    2.1762035    108.68678   0.12867116 
   89600   -937.77654    47.114516   -890.66202    1687.4711   -5200.8551    2.1469047    109.99622   0.14334359 
   89700   -941.48265    51.952717   -889.52993    1860.7579   -3772.2157    2.1515432    112.31115   0.13166726 
   89800   -946.66663    48.707746   -897.95888    1744.5348    11236.721    2.2047661    121.39529   0.12676607 
   89900   -946.11962    49.934269   -896.18536    1788.4644   -10212.071    2.1484044    120.63994   0.13764865 
   90000    -939.5417    47.944256   -891.59744    1717.1894   -8212.2161    2.1404878    116.79489   0.13086591 
   90100   -936.05476    48.513117   -887.54165    1737.5639    16610.623    2.1925278    109.40667   0.14861238 
   90200   -945.28797    50.490811   -894.79716    1808.3977   -3151.4342    2.1618794    117.01564   0.11734607 
   90300   -941.16979    42.709199    -898.4606    1529.6886   -9392.8558    2.1421703    109.35583   0.11716258 
   90400     -940.647    51.601502    -889.0455    1848.1787     4727.698    2.1749483    113.16462   0.14706156 
   90500   -938.13334    48.848224   -889.28511    1749.5662    6550.0938    2.1694031    105.88106   0.14076857 
   90600   -940.69125    46.420363   -894.27089    1662.6091   -8148.0761    2.1426757    120.59319   0.13059206 
   90700   -946.03796    49.069028   -896.96893    1757.4746    1624.5828    2.1797255    119.84614   0.14741861 
   90800   -938.14009    51.672363   -886.46773    1850.7166    3942.7163    2.1609452     118.8992    0.1487373 
   90900   -939.55459    49.527927   -890.02666    1773.9107   -2655.2792    2.1488029    119.62475   0.14122218 
   91000   -943.25698     50.50666   -892.75032    1808.9654   -689.70138    2.1638854    111.45995   0.15174596 
   91100   -943.40148    48.727495   -894.67398    1745.2422     6540.882    2.1800563    116.20513   0.12502146 
   91200   -936.60533    53.313865   -883.29146    1909.5093   -8337.6545    2.1262565    110.42006    0.1505949 
   91300   -937.70652    49.202203   -888.50431    1762.2445    2503.5558    2.1618657    113.93487   0.15776751 
   91400   -940.15838    49.446557   -890.71182    1770.9964    7568.4641    2.1807106    118.29626    0.1327717 
   91500   -940.27638    45.698893   -894.57748    1636.7686   -5090.0447    2.1450003    137.76374   0.16861243 
   91600   -932.46587    47.933962   -884.53191    1716.8207    4099.5084    2.1557029    137.94769   0.17064742 
   91700   -939.22769    53.530533   -885.69715    1917.2695    6220.3703    2.1715021    175.77407    0.1818245 
   91800   -941.57193    50.200944   -891.37099    1798.0158   -8147.8779    2.1434245    171.64366   0.15019837 
   91900    -936.5587     50.39561   -886.16309     1804.988    265.65969    2.1521706    140.38306    0.1475467 
   92000   -929.47331    48.724802   -880.74851    1745.1457    6989.4135    2.1508498    144.80023   0.16914674 
   92100   -944.25774    52.972214   -891.28552    1897.2726   -1860.0169    2.1613334    141.72398   0.13926345 
   92200    -941.3058    50.364463   -890.94134    1803.8724   -3893.8802     2.148579      136.251   0.12179007 
   92300   -936.86682    52.878409   -883.98841    1893.9128    2627.8292    2.1524786     135.4894   0.13217336 
   92400   -939.49004    53.509227   -885.98082    1916.5064   -2222.4697    2.1497505    137.03401   0.14212483 
   92500   -941.08761    48.027166   -893.06045    1720.1589   -4106.5259    2.1533303    138.42587   0.13768251 
   92600   -938.70028    49.259278     -889.441    1764.2887    7591.0243    2.1688638    135.87711   0.13462394 
   92700   -942.53116    55.096553   -887.43461    1973.3587   -5084.7475    2.1500187    111.19054   0.14578856 
   92800   -931.75147    53.583379    -878.1681    1919.1623   -10770.931    2.1165741     137.7677   0.15576237 
   92900    -938.5642    48.963385   -889.60081    1753.6909    15178.025    2.1942511    133.12244   0.14363838 
   93000   -939.42224    49.182332   -890.23991    1761.5328    363.48072    2.1600176    135.34757   0.13569947 
   93100   -935.99055    45.364144   -890.62641    1624.7791   -10641.623    2.1301107    139.31956   0.13851195 
   93200   -946.06513    45.250581   -900.81455    1620.7117    8853.8163    2.1960053    130.87247   0.14269335 
   93300   -939.54589    45.215196    -894.3307    1619.4444    6595.5309    2.1773573    131.12485    0.1561172 
   93400   -939.51156     48.86259   -890.64897    1750.0808   -5768.1439    2.1481373    130.95661   0.15692449 
   93500   -943.59854    54.355095   -889.24344    1946.8024    185.37608    2.1604903    136.51551   0.11727904 
   93600   -948.23923    50.280263   -897.95896    1800.8567    2864.1626    2.1852757    136.48514   0.13287127 
   93700    -942.3836    48.043679   -894.33992    1720.7504   -6047.3448    2.1602834    152.68581   0.16378563 
   93800   -935.70859    46.586036   -889.12256    1668.5428    2820.3276    2.1640727     141.3437   0.17302219 
   93900   -940.05768    51.447228   -888.61045    1842.6531    3727.3972    2.1663726    142.39528   0.17034002 
   94000   -943.05947    48.548411   -894.51105     1738.828   -3553.6281    2.1598783    148.28705   0.16297785 
   94100   -946.92612    50.522995   -896.40313    1809.5505   -3231.7907    2.1713839     145.8595   0.15755944 
   94200   -942.76403    54.332996   -888.43103    1946.0109    1062.5913    2.1632324     147.7696   0.16981366 
   94300   -941.70992    52.865594   -888.84433    1893.4539   -3013.0778    2.1557409    154.11678   0.15586188 
   94400   -944.15788    46.479477    -897.6784    1664.7263    1054.9118    2.1769541    133.96212   0.16301934 
   94500   -942.42244    50.724724   -891.69772    1816.7756    425.08151    2.1707353    148.10048   0.15853834 
   94600   -939.96957    52.182387   -887.78718    1868.9839      419.287    2.1571423    144.19856   0.15043314 
   94700   -935.90369    44.377059   -891.52663    1589.4253   -2324.4203     2.154228    127.38634   0.18052688 
   94800   -941.52493    44.528702   -896.99622    1594.8566    1140.5178    2.1744103    150.91937   0.15184087 
   94900   -938.09643    52.239224   -885.85721    1871.0196    272.52634    2.1493578    151.71146   0.17272221 
   95000   -934.86627    46.952622   -887.91365    1681.6726    3773.6777    2.1630351    131.79523   0.16386725 
   95100   -943.61284    52.353522   -891.25932    1875.1133   -1407.6875    2.1663792    133.80763   0.15434053 
   95200   -939.67004    53.151127   -886.51891    1903.6806   -1640.4089    2.1562289    138.10333   0.14935842 
   95300   -936.99484    54.765192   -882.22965    1961.4906   -2603.3668    2.1474092    162.34033   0.17539628 
   95400   -939.04857    50.093466   -888.95511    1794.1663     183.2673    2.1585628    163.76549   0.15625193 
   95500   -939.08418    48.844362   -890.23982    1749.4279    2195.0399    2.1672824    182.09715   0.15907604 
   95600   -935.93148    55.702178   -880.22931      1995.05   -1540.4129    2.1476184    164.56665   0.18132389 
   95700   -936.35691    50.608648   -885.74826    1812.6182   -1440.4617    2.1525953    184.48465   0.16823435 
   95800   -939.61705    48.891953    -890.7251    1751.1324   -3902.5709     2.157051    158.79727   0.15741197 
   95900   -938.38795    50.009805   -888.37814    1791.1699    2833.5532    2.1690367    158.21312   0.16316489 
   96000   -934.38927    56.124868    -878.2644    2010.1893   -3216.5846    2.1398262    170.47707   0.16791856 
   96100   -938.71589    49.978094   -888.73779    1790.0341   -4503.1911    2.1521015    153.14484   0.16011916 
   96200    -939.7476    49.961181   -889.78642    1789.4283   -950.97701    2.1600631    176.33291   0.16677348 
   96300   -944.25248    56.274196   -887.97828    2015.5376    425.47816    2.1669442    161.74084   0.15539181 
   96400   -935.34678    58.564727   -876.78205    2097.5761   -4776.7051    2.1345121    187.27931   0.16941915 
   96500   -936.00113     49.00894   -886.99219    1755.3225    3491.0857    2.1579391    165.79166   0.18092317 
   96600   -937.04622    47.579817    -889.4664    1704.1365    2478.8544    2.1633072    170.63814   0.17770426 
   96700   -937.14757    47.319457   -889.82811    1694.8113    304.13671    2.1588168    171.99278   0.16013947 
   96800   -944.44391    47.909954   -896.53395    1715.9608   -1580.4612    2.1669818    170.48834   0.16113952 
   96900   -945.07072    48.026405   -897.04432    1720.1317    2630.2099    2.1758861    173.54485   0.15172965 
   97000    -939.8661    49.946347   -889.91975     1788.897    945.53203     2.164671    170.30593   0.15620187 
   97100   -935.85031    47.228068   -888.62224    1691.5381   -4549.2014    2.1439161    198.21924   0.16454916 
   97200   -938.40708    50.280787   -888.12629    1800.8755    2651.7257    2.1604289    173.90106   0.15946439 
   97300   -944.38821    45.891886   -898.49633    1643.6809    9335.4996    2.1929484    169.26487   0.15762794 
   97400    -940.4045    49.404681   -890.99982    1769.4965   -12317.395    2.1275697    158.34387   0.15159437 
   97500   -938.66741    50.334766   -888.33265    1802.8088    1889.7275    2.1551482     166.5038   0.15725092 
   97600   -942.41636    53.379609   -889.03675     1911.864    10236.731    2.1846387    149.86718   0.13637859 
   97700   -928.57977    50.210223   -878.36954    1798.3481   -1255.3393    2.1294224    171.71465   0.17126824 
   97800   -936.07903    53.794419   -882.28461     1926.721   -6270.3664    2.1343538    167.45397   0.17134963 
   97900   -938.71237    50.953072    -887.7593    1824.9543     4645.193    2.1618976    170.77031   0.15357418 
   98000   -939.90273    49.201568   -890.70116    1762.2217    568.30054    2.1588418    163.12021   0.15923016 
